news,off
"The legislation's sponsors, he said, ""understand that Iran ""has a negotiation strategy based on brinkmanship.""",0
"The information typically is reported to investors on Form 1099- B. The firm said it was in ""advanced discussions"" with the I.R.S. to resolve the issue for customers who underpaid as a result of the error ""at no expense to our clients.""",0
UBS admitted criminal wrongdoing in selling offshore banking services that the I.R.S. said it suspected had been used by Americans to avoid taxes.,0
"According to the blog post, Ms. Harris's first thought was, ""Huh, this will be tricky to pick up.""",0
"If proven safe, they will be very broadly adopted,"" said Ian Sanderson, an analyst at S. G. Cowen Securities Inc.",0
"It was in the ""Critique of the Gotha Programme"" -- not ""The Communist Manifesto"" -- that Marx wrote, ""From each according to his ability, to each according to his need.""",0
The committees refused to say why they were returned.,0
"Asked why she did not instead close M.S. 334 and put a charter school in its space, Ms. Fariña said: ""We have the expertise right in our doorstep.",0
Department officials say enforcement in those other areas has not suffered.,1
Democrats responded that Mr. Bush's proposals were unlikely to be supported by the Senate and were merely an effort to rally enthusiasm among his most conservative supporters before Election Day.,0
"Mr. Bloomberg, 76, a billionaire media executive and former New York City mayor, has already aligned himself with Democrats in the midterm elections, approving a plan to spend $80 million to flip control of the House of Representatives.",0
"Still, officials there plan to ask agencies targeted for elimination for their responses by next Friday and to finalize the list by March 13, according to a person familiar with the process.",1
"Still, acting as Mr. Perry's chief strategist -- or ""chief implementer,"" as Mr. Miner put it -- takes Mr. Miller into new territory.",0
"More than a billion dollars, for instance, will go to speed train travel between Chicago and St. Louis to up to 110 miles per hour -- faster than it is now, but a far cry from the kind of bullet trains that zip along at speeds of more than 150 m.p.h. in Japan and Europe.",0
"Obama officials argued that the president's showing at the debate on Monday would remind wavering voters of his leadership in foreign affairs, a strong suit.",1
Labor leaders see the new effort as retaliation for their nearly unanimous support for Senator John Kerry in the 2004 presidential election.,1
"Here is Martha Blackburn, Republican of Tennessee and a sponsor of the amendment blocking implementation of ceiling fan standards: ""First, they came for our health care, then they took away our light bulbs, and raided our nation's most iconic guitar company -- now they are coming after our ceiling fans.",0
"Lawmakers and fellow lobbyists compared Mr. Hastert's qualities as a lobbyist to those he displayed as speaker: affable and low key, but attractive to clients.",1
"If people working in the shadows come forward to an employer using E-Verify because they know they will clear a criminal-background check, and begin paying taxes honestly, in their own names, legalizing them and their families -- one at a time, in a steady, manageable flow -- is the right thing to do.",0
Mr. Molfese said he started the fund on his own because some aldermen told him they wanted to support the company but feared a union-financed push to unseat them in reprisal.,0
But senior party officials indicate he may have time for a second trip to one of those states.,1
"He asked me not to mention the respected arts groups he has worked with, or men and women who helped him through his ordeal.",0
"Robert Traynham, the top communications aide to Senator Rick Santorum, Republican of Pennsylvania, endured the fallout from an interview with The Associated Press in 2003 in which Mr. Santorum seemed to equate homosexuality with bestiality, bigamy and incest, among other things.",0
"Known for his intellect, command of his courtroom and self-deprecating wit, he is also a ferocious rebounder in a playground basketball game that includes lawyers, prosecutors, law clerks and others, a fellow player said.",1
"He has embraced a deeply suspicious view of Islam that several of his aides have promoted, notably retired Lt. Gen.",0
"On April 13, Pacronym switched its large-scale ads on Facebook to news clips of health care professionals running out of personal protective equipment; one clip featuring an NBC report about nurses forced to wear garbage bags to protect themselves reached as many as three million people, according to Facebook's ad library.",0
"The city of San Francisco has 8,000 homeless people, according to a count conducted earlier in the year -- a 17 percent increase from 2017, the last time a count was conducted.",0
"More than 20 White House officials, including eight members of the counsel's office, voluntarily gave interviews to the special counsel or congressional investigators, as did 17 campaign employees and 11 others affiliated with the campaign, he added.",0
"Among the companies targeted was the Wolf Creek Nuclear Operating Corporation, which runs a nuclear power plant near Burlington, Kan., according to security consultants and an urgent joint report issued by the Department of Homeland Security and the Federal Bureau of Investigation last week.",0
"Philip Reeker, an acting assistant secretary of state, told an adviser to Mr. Pompeo in an email that in casting her as a ""liberal outpost,"" critics were pushing a ""fake narrative"" that ""really is without merit or validation.",0
"David Axelrod, the president's senior adviser, and Jim Messina, the deputy chief of staff, are widely expected to leave in the spring to run Mr. Obama's re-election campaign, while David Plouffe, who managed the 2008 campaign, would join the White House staff.",0
"His remark at a Republican debate in May that employers should be able to fire gay workers drew a torrent of criticism, and his later explanation -- that his hearing aid had not been working and that he had urgently needed to use the bathroom -- only kept the story alive.",0
"Kirstjen Nielsen, the homeland security secretary, briefed Mr. Trump on the migration situation last week after returning from a trip to Mexico to meet with President Enrique Peña Nieto and other top Mexican officials, one White House official said, and he was concerned by what he heard.",1
The administration said it has started tracing their contacts with people who were near both of them.,0
But a former American law enforcement official familiar with the unit described it as one good apple in a barrel of bad ones.,1
"This is known: The creator goes by ""Dr. Guardian"" and lives in Fareham, England, in a house that, according to a Google Maps image, has children's bicycles in the front yard.",0
"The proposal would offer colleges and other educational institutions up to $5,000 per student to provide a full-time course load of 30 college credits, according to the district attorney's office.",0
An expert on Indonesian Islam said today that Mr. Muzadi and Mr. Maarif had already been under pressure for being too pro-American.,1
"A central player in the case, a former aide to a charismatic Orthodox rabbi, Yoshiyahu Pinto, pleaded guilty to visa fraud in August.",0
Psychologists are split on the notion that bullying can be an underlying cause to a violent response.,1
"In the view of Ms. Duffy and other experts on congressional elections, Mr. Stevens, who is locked in a very competitive race with Mark Begich, his Democratic opponent, can still prevail if he is able to win the case, which is scheduled to begin on Wednesday.",0
"The American understandings have been reached with senior Iranian officials who report to him, an administration official said.",1
And most Democrats said they would favor a nominee willing to work with Republicans.,0
Some officials predicted yesterday that he would stay at least through the opening of school in September.,1
"""I am going to win this thing and you are going to have to run me over to defeat me,"" said former Senator Bob Kerrey, a Democrat close to Mr. McCain, explaining his friend's attitude.",0
"But his civil lawyers had advised him not to do so until he had completed treatment, Mr. Roth said.",0
"But even as the White House reiterated its opposition to government help for irresponsible lenders and speculators, there were signals that it was prepared to endorse broader aid for struggling homeowners -- provided that it did not involve new legislation sought by Democrats.",0
"A senior Mexican official, speaking on condition of anonymity, agreed.",1
"United States officials have said for years that Huawei products pose unacceptable security risks for Americans, citing the company's ties to Beijing and its murky ownership.",1
"In a friend-of-the-court brief, the House of Representatives said the bureau's structure was lawful and valuable.",0
"Auditors concluded that nearly $500,000 was spent that probably had little to do with official Republican Party business.",1
"According to an account by John W. Dean, Nixon's White House counsel, Nixon stopped by briefly at a meeting Mr. Rehnquist was running and later summoned his counsel to ask: ""John, who the hell is that clown?""",0
"And while most countries, including the United States, will say they embrace international accounting standards, there may be numerous flavors of them, with investors perhaps having trouble figuring out just how comparable financial statements really are.",0
"The holidays are coming up, and the American public's workload is somewhat larger than, say, that of the House of Representatives, which is planning to show up for four full days in the month of December.",0
"Judge Sotomayor is not known to have identified herself as a beneficiary of affirmative action, but she has described her academic struggles as a new student at Princeton from a Roman Catholic school in the Bronx -- one of about 20 Hispanics on a campus with more than 2,000 students.",0
District of Columbia voters strongly backed a proposal to legalize the possession of marijuana.,0
"In fact, those coalitions tend to form on a contest-by-contest basis, with the characters changing from one race to the other.",0
"He went on to say that the brain injury had probably caused her to stop menstruating, and that he had referred her to an infertility clinic.",0
"The effects of global warming on virtually all aspects of American society could be devastating, according to a government report released on Friday.",0
"Even so, this amount of money pays for contraceptive services and supplies that reach more than 31 million women and couples, averting 9.4 million unintended pregnancies, 4 million abortions (three-quarters of them unsafe) and 22,000 maternal deaths annually, according to the Guttmacher Institute.",0
"On Monday, dozens of executives from toymakers, clothing companies, port operators and telecom providers came to Washington to testify in the first of seven days of hearings about how the next round would affect them.",0
The notification came roughly a year after officials with the United States Department of Homeland Security first said states were targeted by hacking efforts possibly connected to Russia.,1
"The inspiring role model that Mr. Obama projected helped blacks overcome anxieties about racial stereotypes that had been shown, in earlier research, to lower the test-taking proficiency of African-Americans, the researchers conclude in a report summarizing their results.",0
"The employee, Luke Thorburn, made two donations, totaling $534.58, to Mr. Trump's campaign in September, according to Federal Election Commission records.",0
He said the Mexican television executives were more responsible than the Americans had been in 2004 when they leaked polling data.,0
Chaotic postwar conditions could allow terrorists to grab biological or chemical weapons or pave the way for a new strongman who might secretly resume work on unconventional weapons.,0
"Would bring to the job: Extensive experience in the White House and on Capitol Hill; intimate knowledge of the substance and politics of federal programs, the budget process and appropriations.",0
"When Mr. Graham emerged from his hourlong session in the magnetic resonance imaging machine, the researchers had no questions for him, but he did field an old-fashioned one from a reporter wondering what had most impressed him.",0
"The problem for the court is compounded, Mr. Pildes and other legal scholars said, when there are not enough votes for a stay, but enough votes on the court to hear a case on the merits.",0
"A review of the Rubio family's finances -- including many new documents -- reveals a series of decisions over the past 15 years that experts called imprudent: significant debts; a penchant to spend heavily on luxury items like the boat and the lease of a $50,000 2015 Audi Q7; a strikingly low savings rate, even when Mr. Rubio was earning large sums; and inattentive accounting that led to years of unpaid local government fees.",0
"Gail E. Shearer, a health policy expert at Consumers Union, said the proposed changes in the structure of Medicare were ""too high a price to pay"" for the new drug benefits.",0
"Asked about his huge deficit in public opinion polls, Mr. Tasini can spin like a veteran politician: ""If 100 percent of the population knew me, would I get all 62 percent of the antiwar vote?",0
"At the same time, talented polemicists from the red side of the spectrum -- the quick-witted Republican strategist Rick Wilson, the tireless Jennifer Rubin of The Washington Post, the prose stylist Peggy Noonan of The Wall Street Journal -- have found something to like in Democrats.",0
But state health officials also praised the disease control centers for providing their expertise on anthrax.,1
"PHOTOS: According to a diplomatic cable, President Bashar al-Assad of Syria, left, has armed Hezbollah militants.",0
"A day after New York City voters encountered waits lasting hours and chaos at many poll sites, elected officials and government watchdog groups agreed that the city's election process needed major change.",1
"In some instances, the contractors were paid even when it was volunteers who did the gutting work, according to the reports.",0
"As a performer, Ms. Taylor also emerges from this two-hour pep rally smelling like a rose (a yellow one, let us say).",0
"After Reagan named him, in 1986, the 16th chief justice of the United States, succeeding Burger, he eventually presided over a working, if narrow, conservative majority that turned his onetime dissents into majority opinions and gave him the power to shape the law according to views he had held as a young lawyer and even as a student before that.",0
"In a 1979 accident at Sverdlovsk in the Soviet Union, when powdered anthrax was released from a weapons factory, researchers found that a disproportionate number of the 68 reported victims were older men.",0
"Even if Mr. Trump feels well, a man of his age, weight and general health is likely to feel extreme fatigue, as many people with Covid-19 do, doctors said.",1
The indictment was taken by some Republicans as the surest sign yet that Mr. Mueller's investigation is likely to grow more painful to Mr. Trump and his associates before it wraps up.,0
"The president himself calls Dr. Hahn on his cellphone about once a week, according to a senior administration official.",1
"The staff official whom the vice president believed should not be protected, he said, was Mr. Rove.",0
"Furious that he had learned about the pictures only when they appeared on television, Mr. Bush upbraided Mr. Rumsfeld for failing to warn him of what was coming and then, extraordinarily for a White House that prizes discretion and loyalty above all else, instructed his aides to tell reporters about the chewing out.",0
"Conservative economists repeat the claim in op-ed articles, and Federal Reserve officials repeat it to justify their opposition to even modest efforts to aid the economy.",1
"An estimated 278,000 patients have been implanted with the Durata and another lead containing the newer Optim coating, according to the company.",0
Unless Congress objects -- and U.S. officials said that was not expected -- Sudan will be taken off the terrorism list in December.,1
Critics say that kind of truth telling rarely happens on television.,1
Among those who have objected are former Bush administration officials who believe that the president has been so eager for a diplomatic coup that he has given up his principles -- and is perpetuating Mr. Kim's rule.,0
"The denial of a visit to the White House by the Warriors was not the first time the president tried to pre-empt a snub by dealing one of his own; last month, he abruptly announced that he was disbanding two of his business advisory councils after some members said they would resign from them to protest his equivocating response to racially charged violence in Charlottesville, Va., at a march organized by neo-Nazis and white supremacists.",0
The opinion listed several important ways that Ohio has violated its own rules based on facts presented to the court.,0
"Mr. Schumer, who just two weeks ago was suggesting that Mr. Mukasey would be approved unanimously by the Senate Judiciary Committee, said Thursday that he did not know how he would vote and no longer wanted to talk about it publicly -- a rarity for a senator known for being one of the most talkative members of Congress.",0
""" He went out of his way to compliment her, saying the Justice Department trusted her to decide because of her expertise in such cases and ""this court's record of thoughtful analysis and fair sentences.""",0
"Lawyers for Mr. Snyder and other state officials had been resisting a deposition, based on executive privilege, but told a federal bankruptcy judge, Steven Rhodes, they had changed course.",0
"Indian tribes, fishermen, and environmentalists who want the dams removed because they say the dams block endangered salmon from migrating.",1
"The Treasury secretary told reporters after the hearing that it would be a ""good guess"" that his department would respond to the request by the deadline.",0
Officials are considering rules governing emissions at new power plants in areas with the cleanest air.,0
"The railroad hauled fewer than 1,500 cars in the last year, according to Mr. Capon's group.",0
McCain advisers say allowing taxes on high earners to return to their pre-Bush levels would damage the economy when it is already vulnerable.,1
"Based on their review of disputed ballots in Palm Beach County, whose recount is about 70 percent complete, they said they could gain at least 297 votes there.",0
"Hundreds of people lined the streets for a glimpse of the president's motorcade, many waving American flags and snapping pictures.",0
"He and dissidents here contend that torture continues to be an ingrained government policy, though there is no evidence that M.P.R.I. either condones it or takes part.",0
"But, the official said, Mr. Daschle should not be penalized because he had discovered the tax liability himself, paid up and brought it to the committee's attention.",1
"Angered by a pork-laden bill, he attempts to crack down on a government whose business ""is graft, special privilege and corruption,"" according to Representative Solomon Fitzmaurice (a crusty, funny Warren Katz).",0
Other nations find the practice unethical.,0
"As part of the administration's efforts to cope with the heat, workers at 53 city buildings were directed to raise their thermostats to 78 degrees, hospitals were put on alert for an increase in the number of patients and officials were preparing to run large operations like Rikers Island on generators.",0
"After 2016, when Donald J. Trump's victory caught many prominent journalists by surprise (and led to remonstrations from readers and viewers), senior leaders in the news business pledged not to repeat the same mistakes.",0
"There was no evidence of any previous heart attacks and he had a normal echocardiogram, according to the report.",0
"The day after the suit was filed, the court issued a temporary injunction against the photographs' release,  saying that they had ""no bona fide newsworthiness"" and that their disclosure would mean ""additional anguish and grief"" for the family.",0
Many environmental advocates claim that a large number of fuels grown from crops do not merit public subsidies or production incentives.,1
"The decision to add the new warning labels was approved by Jack Dorsey, Twitter's chief executive, after a late-night debate among company officials, said a person with knowledge of the deliberations.",1
"Administration officials, who insisted on anonymity to discuss the order before its official announcement, said it was not intended to squelch free speech.",1
"According to Aetna on Monday, the acquisition of Coventry will ""substantially increase Aetna's Medicaid footprint, creating more opportunity to participate in the expansion of Medicaid and to pursue high acuity positions as they move into managed care.",0
"Some say they still believe that Mr. McConnell will ride to the rescue in budget negotiations, even if he ultimately cannot vote for the deal he helps midwife. """,1
Farmers who missed the deadlines were easily exploited.,0
Mr. Schundler's apology came as officials from both parties and several government agencies denounced the published remarks.,0
The former intelligence officials who agreed to discuss Ms. Miscik's plans did so on condition of anonymity.,1
"Mexican prosecutors would also work with the unit, the Americans said.",1
Now I'm going to talk to you a little bit about the assumptions used in our analysis because I've heard a lot of discussion in the last day concerning those assumptions.,0
"Mr. Giuliani's public profile on the issue dates to the early 1980s, when, as a top Justice Department official in the Reagan administration, he called a mandatory waiting period before buying a handgun ""sensible and moderate.""",0
"Analysts now predict a Democratic surge on a scale that seemed unlikely just weeks ago, with even some Republicans in traditional strongholds fighting for their political careers, and Democratic leaders dreaming of ironclad majorities.",1
"In October, a small team of Silicon Valley researchers plans to turn software originally designed to search for evidence of extraterrestrial life to the task of looking for evidence of artificial life generated on a cluster of high-performance computers.",0
"Besides the potential for economic fraud, agency officials worried that misleading advertising could discourage sick people from seeking medical treatment or that the consumers could take herbs that interfere with their prescription drugs.",1
"Another problem with the existing system, critics say, is that the airlines are responsible, and that as long as their main goal is getting passengers on airplanes on time, the thoroughness of the checks will vary with the length of the line of people waiting to be cleared.",1
"""I expect that he'll be a force for trying to move this process along so the party can consolidate and unify.""",0
"But several Republican mayoral candidates said on Tuesday that the party's nominating process could be particularly vulnerable to the influence of money, although they said the problems were not limited to Republicans.",1
"The Foreign Affairs Ministry said the government ""is concerned that a Canadian juvenile has been detained, and believes that this individual's age be taken into account in determining treatment.""",0
"""We note that the F.D.A. stated in their announcement on April 8, 2010, that the agency 'does not have sufficient safety evidence to recommend changing consumer use of products that contain triclosan at this time,' "" he said.",0
"His fabulous office is now occupied by just 20 employees, he said, and even appreciative clients are reluctant to give him business, lest his name attract unwanted scrutiny.",0
"While several of her official emails, also included in the documents, reflected a seemingly objective approach to the SeaWorld review, her expressions on social media openly cheered on the filmmakers.",0
"According to government documents since made public, he was made aware in February 2004 of the death of a C.I.A. detainee in Iraq that had been ruled a homicide and whose case was referred to the Justice Department.",0
"If lawmakers are determined to overturn established energy policy to help oil companies, the least they can do is invest in the technologies needed to move to a world beyond fossil fuels.",0
"""A lot of injury, a lot of suffering in El Paso right now,"" said former Representative Beto O'Rourke, his voice cracking as he discussed his hometown before cutting his Nevada trip short to return there. """,0
"More people have given to Mr. Sanders's campaign so far -- more than 1.3 million people, according to his campaign -- than any other candidate at the same point in the campaign.",0
The Bush partisans accused the Gore camp of seeking loopholes in the Florida laws it had cited as controlling the situation in federal court just this morning.,1
"Scientists are interested in conquering nature while many bioethicists, Dr. Fukuyama contends, ""have become nothing more than sophisticated and sophistic justifiers of whatever it is the scientific community wants to do.",0
"""Right now we are in a situation where it seems ... that sportsmen have to choose between damaging their hearing and being able to hunt, shoot, target practice,"" said Representative Liz Cheney of Wyoming.",0
"In fact, in 1993 Mr. Eisenberg helped found the Committee for Responsible Government, which espouses the centrist view of the Republican Party.",0
"In July, The Boston Globe reported that Roosevelt had been leading a campaign to help staff the economic-policy positions in future presidential administrations.",0
"Now, national experts are declaring the Georgia race a tossup, offering a glimmer of hope to Democratic leaders expecting landslide defeats elsewhere, especially in the South.",1
"Mr. Thumairy was the imam of a mosque visited by two of the Sept. 11 hijackers, and some American government officials have long suspected that Mr. Thumairy assisted the two men -- Nawaq Alhamzi and Khalid al-Midhar -- after they arrived in Los Angeles in early 2000.",0
"Oleg V. Deripaska, a Russian oligarch once close to President Trump's former campaign manager, has offered to cooperate with congressional committees investigating Russian meddling in the 2016 election, but lawmakers are unwilling to accept his conditions, according to congressional officials.",1
"""Without confidentiality, we can't encourage people to speak up,"" he said.",0
The officials spoke on the condition of anonymity because they are not authorized to discuss the proposed policy.,1
"""Line 'em up,"" Mr. Leonard said, according to a court record.",0
"Even in longer-shot states like New York, Republicans said they think the political climate gives them a chance to find a strong Senate candidate.",0
"These include the Oregon assisted-suicide case that was argued Oct. 5, as well as an abortion case from New Hampshire that raises an important procedural issue, to be argued on Nov. 30.",0
"At a Women for Cuomo campaign event, Mr. Cuomo noted that he was ""one of the few men in a room full of women.",0
"The government settled on a fee of $880 million, or 11.6 percent of the $7.6 billion loan, according to Constellation.",0
"Several activists said the findings were unsurprising, but welcome.",1
"The absence of lawyers with a different point of view infuriated Democrats, who were clearly unprepared to match the Republican experts even though they had been allowed to present one expert of their own.",0
"The governor, a Democrat, has said that he might run for the seat, but that he would not appoint himself to it.",0
"In contrast to Brazilian visitors, he said, the Chinese tend to shop for more expensive items, like watches, to take home as gifts.",0
"The Pataki camp -- like nearly everyone else in state politics -- sees Mr. Cuomo as a more driven, sharp-elbowed competitor than Mr. McCall, but they say that by the same token, he risks seeming humorless, even mean.",0
Department officials say that grades are not the only factor in the decision to close schools; declining enrollment and other factors play roles.,1
"LIVE BLOG Starting around 7:30 p.m., Times journalists will provide real-time news, analysis and scenes from the convention at nytimes.com.",0
Strategists with several potential candidates said that all of the campaigns wanted to avoid becoming ensnared in the bidding war for top talent that took place in 2006 and ultimately drove up salaries and expenditures long before the real contours of the nominating contest were known.,1
"In a first, rather than wait for election results to be tallied at county courthouses and to be announced by The Associated Press or the TV networks, a company called VoteCastr will project the results in real time.",0
"""I seriously doubt he would want to have to deal with a lawsuit in his own election year, especially a lawsuit that he might lose,"" said one senior Democratic official who requested anonymity in order to not be seen as antagonizing the governor.",1
"Commentators from across the political spectrum have been saying that Justice Scalia, who is the most senior as well as, hands down, the funniest, most acerbic and most politically incorrect of the justices, went too far.",1
"Like Mr. Olasky, Mr. Bush said charities should make demands of the recipients of aid.",0
Mr. Trump's aides were discussing whether or how to get Mr. Trump in front of television cameras from the White House at some point to reassure the public.,1
"Mr. Mueller's team has notified the judge that the president's former adviser lied to the F.B.I. and special counsel lawyers ""on a variety of subject matters,"" adding that there's no reason to delay his sentencing any longer.",0
"""He doesn't think he should have to sign the form,"" the aide said.",1
Experts in international law said they could not think of an example of a major United Nations agreement entering into legal force less than a year after it was finalized.,1
"He has raised about $4 million this year, aides said.",1
"The Department of Justice should postpone coming elections in New Orleans until displaced voters have been located, N.A.A.C.P. officials said Saturday.",1
"Though Senator Hillary Rodham Clinton raised an impressive $21 million in April, her campaign ended the month $20 million in debt and with Senator Barack Obama more than $30 million ahead of her in cash on hand for the primary season, according to their latest campaign finance reports.",0
"Mrs. Clinton's campaign distanced itself from the videos and questioned their veracity, but Mr. Trump has pointed to them as proof of dirty tricks.",0
"Sarah Mendelson, a scholar at the Center for Strategic and International Studies who led a commission study that urged the closing of Guantanamo, said the fusion of Bush and anti-Bush policies was untenable.",0
"Other states, like Michigan and Pennsylvania, don't allow election officials to touch ballots until Election Day, which often means a backlog of millions of ballots, and clerks are not allowed to begin processing until their busiest day of the year.",0
"Beyond his behind-the-scenes role in negotiating the tax deal with Republicans -- a path that Mr. Biden and Mr. Obama decided on in a recent conversation at the White House, aides say -- the vice president has also been trying to win Republican votes in the Senate for ratification of the so-called New Start nuclear arms treaty with Russia.",1
"The paper by Professor Goetzmann, the director of the International Center for Finance at Yale University's School of Management, and Mr. Newman, a former Yale student who is now an analyst for the hedge fund Protege Partners, appears to be the first to delve into the available data, which Mr. Newman had to dig up.",0
"A similar number of smaller, informal settlement outposts have gone up since the 1990s, without government authorization but usually with some government support.",0
"The senator was trying to make a point about eugenics, saying the United States was veering dangerously close to eliminating people whom society considered to be undesirable.",0
But several Congressional officials predicted that the White House proposal would be less than what the states were requesting.,1
"Using unusually blunt language, the American Embassy in Tokyo stated that ""the United States is disappointed that Japan's leadership has taken an action that will exacerbate tensions with Japan's neighbors.",0
"He rambled from subject to subject -- but as aides are quick to point out, he has done that for years.",0
"Mr. Lewandowski, who joined CNN as a paid contributor days after being fired by Mr. Trump in June, has expressed interest in a senior adviser role in the White House, according to a person briefed on discussions within the Trump transition team.",1
"""Inside, people are saying that Cuomo doesn't want to ruin his shot at the big house"" -- meaning a possible presidential run.",0
"He added that Ms. Wasserman Schultz ""has no place in the government and no place in our party,"" saying that ""we're disgusted"" that Mrs. Clinton praised her and appointed her to a position in her campaign.",0
"""In political, TV is still king,"" said Kip Cassino, executive vice president for research at Borrell Associates.",0
"According to an e-mail message sent by the association to Congressional aides last week, the whistle-blower language could result in ""disgruntled employees using it in an employment law context to avoid termination by finding something to report as 'fraud.' """,0
"Supporters of the visa program say they fill a critical need for talent that is not available in the United States, especially when the economy is strong and the labor market is tight.",1
"In earlier briefs, Department of Justice lawyers have made it clear that the administration does not support the law.",1
"The insiders simply call themselves outsiders and say they disdain Washington and big government, and then gullible voters send the inside-outsiders right back here to make government bigger, their resumes longer and their private-sector contacts wider for future ""self-made"" cashing-in.",0
"Now that the spread of the coronavirus has caused sweeping unemployment and a historic drop in stock prices, Ms. Abetti acknowledged that the political landscape had shifted.",0
"At the end of our session, I would say he was brought close to tears,"" said Representative Stephen D. Dargan, a Democrat from West Haven.",0
"The critics fear that although The Sentinel says it will not publish the pictures, they will end up on the Internet.",1
Committees of teachers and administrators at individual schools decide how to distribute the money among employees.,0
"Because it targets someone pretty close to the Kremlin, it really points at the Kremlin,"" said Konstantin von Eggert, a veteran journalist and political analyst, referring to the indictment.",0
The United Nations officials wanted to know about his compulsory service in the Syrian Army 20 years ago.,1
Then sales slowed considerably.,0
"The new eligibility threshold for the program, called NJ Saver, would eliminate about one-fourth of those who received checks last year.",0
"These advisers argued that Mr. McCain would struggle to win Florida because he could not draw on votes from independents, who supported him in New Hampshire and South Carolina, and where his success was due in no small part to support from independent voters.",1
"The morning after President Obama stood before a national audience to announce a new campaign against Islamist terrorism in the Middle East, Jordan Thompson stood before television cameras in Lower Manhattan for a few moments and read a short list of names.",0
"But some Republicans in Congress and some of Mr. Trump's advisers, including Vice President Mike Pence, want to overhaul the central bank, beginning right at the top.",0
Researchers noted that not since the world discovered antibiotics has any nation seen such a big improvement in maternal health.,1
Miami-Dade County officials are to review their decision Friday not to proceed with a full recount after they had performed a sample count of three precincts on Tuesday that produced a net gain of just six votes for Mr. Gore.,0
""" The president doesn't want to prove any assistance at all,"" an aide later says.",1
"One of the party's two most prominent elected leaders, Richard A. Gephardt, Democrat of Missouri, said through aides last night that he would not seek re-election as minority leader when House Democrats caucus next week.",0
"When asked to confirm that, legislative aides put it more strongly, saying that a deal had been struck by the two houses.",1
"W E are pretty hardened to American criticism,"" said Guillaume Parmentier, head of the French Center on the United States, which studies French-American relations in Paris.",0
Many political analysts say they find that odd.,1
But other administration officials readily say they are eager to put in place the infrastructure needed to allow undocumented people to apply for work permits by the early spring.,1
"But in an interview with the television network Fusion, Mr. Paul said his critics were trying to make ""a mountain out of a molehill.",0
"Economists pointed out that even if the bill passed, it would only stem additional layoffs, not induce hiring.",1
"But as Senator Wyden noted today, no one from either party has been ready to speak up in its favor.",0
"As investors have poured money into the skyrocketing art market, financial consultants and tax experts have said that many wealthy individuals are looking to convert their personal collections into private foundations or museums as a way of reducing their tax bills.",1
"Mr. Gianforte had raised $3.3 million between January and early May, according to federal filings.",0
"However, the ministry said that except for Volkswagen, none of the companies had illegal software designed to produce artificially low emissions under test conditions.",0
"Critics railed that it would cost small companies too much, which it may have, though the evidence is debated.",1
"John G. Stumpf, Wells Fargo's former chief executive, and Carrie Tolstedt, former head of retail banking, have relinquished about $60 million in stock after the scandal, according to a Reuters review of securities filings.",0
The degree to which the security situation has deteriorated is evident to anyone who glances over the president's public schedule and compares it to how presidents have toured the same places in years past.,0
"""McCain had a big Rolodex, we used to say,"" recalled Michael Hastings, a former Cohen aide.",0
A spokesman for Ms. Kraninger said that she was not available for an interview.,1
"After the July 25 call, the colonel reported what happened to a superior, explaining that ""I did not think it was proper to demand that a foreign government investigate a U.S. citizen, and I was worried about the implications for the U.S. government's support of Ukraine,"" according to his opening remarks.",0
"""This is an issue between the veteran and the spouse and their doctor.",0
"In New York State, the governor proposes the budget for each fiscal year, beginning April 1.",0
"""We should consider the benefits to consumers and the overall economy, as well as the potential drawbacks, instead of assuming big cable companies are necessarily bad,"" wrote Doug Brake, a telecommunications policy analyst at the Information Technology and Innovation Foundation, when the deal was announced.",0
"the woman says, according to a rush transcript, leaping forward after the contact.",0
Mr. Powell's comments are also noteworthy because it is unusual for a cabinet official to speak out against a Senate leader.,0
Some top aides at Mr. Romney's campaign headquarters in Boston fear their simple message has become muddled.,1
An open letter signed recently by more than 100 economists said the proposed tax holiday would do little to reduce gas prices.,0
"With desperate breast cancer patients imploring the Food and Drug Administration to change its mind, the agency's staff calmly argued Tuesday that the drug Avastin should lose its approval as a treatment for that disease.",1
"Aside from commercial interests, Britons pride themselves on their ""special relationship"" with Washington, and British officials see their country as America's closest security and intelligence partner.",0
"As a result of all this, several campaign officials said, Iowa caucusgoers could well end up casting the first votes of the 2008 presidential election in 2007.",1
"""Until he puts this nomination process to bed, he has got to resist the temptation to embrace the notion that he is already the nominee,"" said Bill Carrick, a strategist who advised Mr. Gephardt.",0
"The C.I.A.'s slowness in shifting its assessment, another official said, was one reason President Obama ordered a full review of ""lessons learned"" on the operation to influence the election.",1
"On Tuesday, two of the most outspoken critics of the deal, State Senator Michael Gianaris and City Councilman Jimmy Van Bramer, said that state officials had invited them to join an as-yet-unannounced community advisory committee that would provide input on planning but would have no ultimate veto.",0
"Next, to test their gut-level certainty about these assessments, the participants performed a computerized task in which they indicated, as rapidly as possible, whether they possessed each of the 90 traits.",0
"Even so, experts consider feeder failures an important warning sign.",1
"The impact of a decision allowing gay couples to marry could also echo beyond that narrow question, prompting greater demands on the right for commitments from candidates about who they would or would not appoint to the bench.",0
The report was seen by some as a powerful warning to other cities and states to not stray from federal drinking water standards.,0
