review,sentiment
"I've seen Mystery Men cop a bit of stick in the press and with the general public ( take the imdb vote for instance), but my overall feeling is that Mystery Men is more fun than most films, definitely wittier than most so-called comedy films and very nearly 'clever'.<br /><br />The cast is superb; Greg Kinnear is excellent, as are Geoffrey Rush and Tom Waits. Kinnear's limo scene with Ricky Jay is perfect 'spoiled movie star' and he imbues his character with the right balance of comic book quality and realism to make him work.<br /><br />I will admit the pacing is a little off in places, and visuals are certainly very flash bang, possibly to the detriment of further characterisation, but at the end of the day, this is high concept film making - it's about the little moments ""What's Up Tiger Lily?"" - and there are so many great ones in this film to make it worth repeated viewing.",positive
"Eyeliner was worn nearly 6000 years ago in Egypt. Really not that much of a stretch for it to be around in the 12th century. I also didn't realize the series flopped. There is a second season airing now isn't there? It is amazing to me when commentaries are made by those who are either ill-informed or don't watch a show at all. It is a waste of space on the boards and of other's time. The first show of the series was maybe a bit painful as the cast began to fall into place, but that is to be expected from any show. The remainder of the first season is excellent. I can hardly wait for the second season to begin in the United States.",positive
"It's always a pleasure to see characters in a movie who are wholly good-hearted and well-intentioned, even when they're surrounded by those who are neither. The film's moderately silly premise is that the conservative, religious Franklin family (mother, father, teen boy and girl) are involved in an accident wherein the parents and brother have a near-death experience during which they meet Jesus, a pleasant but somewhat exasperated soul who removes from them the burden of 'original sin.' When they return to their lives, many of their views and attitudes have changed, much to the consternation of the daughter, who didn't share the experience. The religious side is, I think, presented with a good balance, from the good (Jesus) to the starkly awful (those of his 'followers' who are obsessed with the sins of others and utterly oblivious to their own). It's a movie to make you think, give you a few good laughs along the way, and leave you with the pleasant feeling that the world just might be a nicer place than you think it is.",positive
"Sure, the concept had already been done with Alf and the Charmings: thrust modern society onto one or more out-of-place characters. But I loved both shows and watched them religiously until they ended in 1990. When I learned about Scorch, I was actually very hopeful for something new, as new TV in the 90's so far hadn't impressed me (but at least Star Trek: TNG and the Simpsons were still going).<br /><br />What I got was a big disappointment. The acting was awful, but considering the ridiculous dialogue and wholly unbelievable writing, I can't blame them too much for what they had to work with. There were a few humorous moments, but most of the deliberate jokes seemed forced in their delivery. The whole production work on the show seemed too low-budget for what was on TV at the time. In the 80's it would have fit right in.<br /><br />Still, it was the first episode and had to introduce the characters and establish the entire premise of the series, so I gave it the benefit of the doubt. The second episode wasn't as bad, and I started to get my hopes back that once it got into its stride, the show would improve. Sadly, my VCR ended up not recording the third episode aired, I never got to see it, and the series disappeared from the TV listings after that. All I have now are the first two episodes recorded off the air onto a VHS tape.",negative
"This Blake Edwards film isn't too sure whether it wants to be a comedy, a drama or a musical. No matter, the sheer presence of Julie Andrews, is reason enough to see this comedy-drama-musical-spy spoof. Julie is beautiful and uses her many talents, throughout the film. Rock Hudson looks tired, but he's is more than fine, as Julie's romantic interest. Authentic World War I cars and planes, add to the appeal. Overall, the film is very entertaining. The DVD release is an edited (by Blake Edwards) version of the original release. Supposedly, this is the only version that Edwards would allow; but, Turner Classic Movies has shown the complete (theatrical release) version, recently. Recommended.",positive
"Before the Internet this movie could never have been made but the idea that the Web is full of evil is the idea behind it.Unfortunately thats all it was-the generally opinion that nowadays the Web in the wring hands can create as much chaos as anything in real life. Since the late 90s somebody found out that you could create a virus which would disable a computer.The point? Just to do something plain evil by remote control so its the cyber equivalent of robbery with violence.Which is basically what spam is without the violence-its conning you into parting with your money and has been going so long its a wonder anybody takes any notice of it nowadays so they get cleverer and use real names as doing something illegal isn't a priority, We see the Internet get worse by the week-the social networking sites or chat room which lead to evil and the child porn sites which ARE illegal. So the idea of a movie which invites people to click a name is just the same old thing-there actually IS a site called Horrorvision which is a porn site-but this one KILLS the people who enter its portals. The story though is so disjointed its boring with it and comes to no conclusion. The definitive movie on this theme of destroying an Internet Service Provider has yet to be made but clearly many DO need destroying as they won't be shut down when there's money to be made. Calling this a horror film is rather misleading as it bores not frightens",negative
"SPOILER ALERT!!!! This was my son's review of the movie, which he wanted me to post.He wrote this, I swear.<br /><br />With Malcolm in the Middle's Frankie Muniz, and Nickelodeon's Amanda Bynes, they get to go to show business. They team up on the actor Paul Giamatti. He stole Jason Shepherd's essay on Big Fat Liar, and makes it in to a movie. Jason (Frankie Muniz) and Kaylee (Amanda Bynes) have to go to L.A. to get it back. Jason's dad does not believe that he wrote that essay. So every time they see each other Jason asks Wolf (Paul Giamatti) to give Jason's dad a call because he wants his essay BACK!!!! Wolf does not make the movie but the President of the company makes it. At the end the family and Kaylee see the movie, Made by Wolf Pictures and based on a real story written by Jason Shepherd.",positive
"Expectations were somewhat high for me when I went to see this movie, after all I thought Steve Carell could do no wrong coming off of great movies like Anchorman, The 40 Year-Old Virgin, and Little Miss Sunshine. Boy, was I wrong.<br /><br />I'll start with what is right with this movie: at certain points Steve Carell is allowed to be Steve Carell. There are a handful of moments in the film that made me laugh, and it's due almost entirely to him being given the wiggle-room to do his thing. He's an undoubtedly talented individual, and it's a shame that he signed on to what turned out to be, in my opinion, a total train-wreck.<br /><br />With that out of the way, I'll discuss what went horrifyingly wrong.<br /><br />The film begins with Dan Burns, a widower with three girls who is being considered for a nationally syndicated advice column. He prepares his girls for a family reunion, where his extended relatives gather for some time with each other.<br /><br />The family is high atop the list of things that make this an awful movie. No family behaves like this. It's almost as if they've been transported from Pleasantville or Leave it to Beaver. They are a caricature of what we think a family is when we're 7. It reaches the point where they become obnoxious and simply frustrating. Touch football, crossword puzzle competitions, family bowling, and talent shows ARE NOT HOW ACTUAL PEOPLE BEHAVE. It's almost sickening.<br /><br />Another big flaw is the woman Carell is supposed to be falling for. Observing her in her first scene with Steve Carell is like watching a stroke victim trying to be rehabilitated. What I imagine is supposed to be unique and original in this woman comes off as mildly retarded.<br /><br />It makes me think that this movie is taking place on another planet. I left the theater wondering what I just saw. After thinking further, I don't think it was much.",negative
"Comedy Central has had success with original programming using professional comics. The Chapelle Show, Mind of Mencia, The Daily Show and the hugely popular Colbert Report all star professional comics and all are, or in the case of Chapelle Show, were, solid shows. Given that Sarah Silverman is one of the best female comics in the business, I was expecting good stuff when I tuned in.<br /><br />I was so disappointed.<br /><br />There were some mildly funny sequences, but given that the star is the caliber of Silverman, the show could have been much better. It was just the pilot, and hopefully next week's show will be better. If not, get her some help in the form of better writers for the show.",negative
"This is perhaps the best rockumentary ever- a British, better This Is Spinal Tap. The characters are believable, the plot is great, and you can genuinely empathise with some of the events- such as Ray's problem with fitting in the band.<br /><br />The soundtrack is excellent. Real period stuff, even if it is in the same key, you'll be humming some of the songs for days. What I liked was the nearly all-British cast, with some of the favourite household names. Ray's wife is priceless...<br /><br />The film never drags, it just goes at the right pace, and has some genuinely funny sections in it. A generator of some really good catchphrases!<br /><br />It's a hidden diamond.",positive
"I really enjoyed North and South very much. I think it is one of the best and most lavish television series I have ever seen. The calibre of the cast is amazing, you have actors from ""the golden age of cinema"", people like James Stewart, Gene Kelly, Elizabeth Taylor, Robert Mitchum and Jean Simmons with other actors who were the new faces of the 80's like Patrick Swayze, James Read, Jonathan Frakes, Genie Francis, Philip Casnoff and Lesley-Anne Down.<br /><br />At the heart of the story is the friendship of two completely different men,there is Orry Main (Patrick Swayze) who is from the south and George Hazard (James Read) who is from the North. Throughout the series, their friendship is continually threatened with the differences in their backgrounds, particularly about the treatment of slaves in the South (especially at Orry's plantation) but when each needs the other, they will forget the arguments and go and help their friend. I really liked the chemistry between the two men and was really interested to see if their friendship could survive the war.<br /><br />I liked how the series showed what life was like before the war so the audience could see what were the factors that lead up to the war, what was going on at the time, then the devastation of a nation that was being torn apart and then the nation having to rebuild the country again. The war scenes were very well choreographed and very realistic to me.<br /><br />I think what is great about it, is it has so many elements running through it, romance, history, battles that would interest most of the audience, there is something for everyone. I particularly enjoyed the romance between Brett (Genie Francis) and Billy (Parker Stevenson/John Stockwell) especially when she stood up to her sister Ashton for the first time. The other romances were interesting as there were not all the same, each had something different to the others which kept me watching particularly the Madeline and Orry story strand to see if they would be together in the end.<br /><br />It is one of the best American mini series that I have watched, the story had the right balance of romance and the more serious history side that was happening in the country at the time but it is paced just right. The characters are very watchable and the locations are beautiful and the music particularly at the start and end of the episode is so toe-tapping good and works with the mood of the story.",positive
"Scary Movie 3 (2003) was a bad idea to begin with. The last film was a mediocre effort. Put it next to this load, it's a comedy classic. Whilst part two was filled with a lot of dated humor and cheap shots, at least it was funny. There's nothing funny about forced humor. Jokes, pratfalls and sight gags are supposed to be naturally funny. Hitting the viewer over the head with tired jokes is not cool. The humor in this film was caters to juvenile imbeciles who'll laugh at anything. When they catered to the junior high school crowd, any sense of self respect was tossed out the window. Ring parodies are not funny. I have watched them in comedies since 1998. They're so dated. Michael Jackson jokes are not cool either. What's even worse is making fun of two broken down has been ""performers"" whose best days were NEVER.<br /><br />The death of American cinema has been a slow one. Films like this are the nails that are being pounded into it's coffin. Whatever happened to real humor? I haven't laughed out loud in a movie theater in a long time. Too many bad movies rot the brain. You want proof? Go to your local mega chain video rental store and see what's on the shelves. This movie is bad. Don't believe the hype. I would rather watch Scary Movie 2 in a continuous loop than to suffer through this poor excuse of a comedy ever again!<br /><br />Definitely not recommended (unless you have a handful of brain cells).",negative
"""Quit while your ahead"" is a phrase they never learn. Typical Hollywood sequel scenario: if the first film was only shocking, the second wasn't, expect the third to be the worst thing to hit the screen this year. Even worse are the prequels, events of which were already explained in detail. If you haven't seen to first two films you will not like this one. It's like starting to watch Lord of the rings or Star Wars with the last trilogy movie. So ""stand alone"" this film is not.<br /><br />Remember in the first movie about Lucians revenge? Remember the second about the long lost savage brother? Well if you saw those two 5 min moments and paste them together you would get a 5 min prequel. But the creators ether thought these 5 min were vital historical events or just wanted to give a job to some actors, cast and crew and maybe make some money in the process. ""I have a loot of money, I make movies for a living and I'm bored. What will I do? I know! I'll make a movie."" So anyway you get this 5 min prequel and you stretch it for 90 min  that's this movie. And you know what will happen to the main ""immortal"" characters, so there is little suspense. By the way, all the drama of the movie is in those 5 min. The only thing that made my eyebrow rise was mom killing in the begging of the movie. Sick. The rest was Braveheart remix. If you want a comedy, see Braveheart first then this movie.<br /><br />Now I'm going to rant a bit  the movie put me in the mood. Who invented the concept of ""vampire vs. werewolf"" in the first place? It's older than I am and got old just as fast. And why do vampires look like Goth girls in heat, while werewolves look like psycho bears? Hiding bad films behind cleavage fails. Isn't it about time we got some sane slimmer werewolves with an upright posture? How can their unchangeable werewolves even breed if they rip everybody into shreds? And why with all their powers the vampires didn't rule the world? Blaa, blaa, blaa What a waste.",negative
"a bit slow and boring, the tale of an old man and his wife living a delapidated building and interacting with a fixed cast of characters like the mailman, the brothers sitting on the porch, the wealthy cigar smoking man. The photography of the river is marvelous, as is the interior period decoration. If you like decoration of Banana Republic stores, this is a must.",positive
"This movie is not about entertainment, or not even a movie you want to see to pass the time. This movie is a genuinely a display of true love that can only come from God. One cannot help but be touched deeply by looking at this movie. We have several dimensions of love that contributes to the value of this movie. There is the divine love of God that is beautifully portrayed. God's love transcends the heart and mind and endures and is eternal. There is the love in a marriage. While the main character grapples with his wife's disease, he realizes through God's love that he loves his wife more than he could ever imagine. He knows that he and his wife are one and can never be separated. Finally, you have the love of child and parent. The kids in the family come together and realize that nothing else matters except that love conquers fear. Dear friends, love is not love unless it comes from God, because God is love and love comes from God. Talk to someone and let them know you love them. Love does no good unless it is given to another. I pray this movie can inspire and change the lives of everyone who sees it. Amen!!",positive
"I saw this movie on my local cable system under the title of 'Beyond Redemption'. I was searching for new material to watch, since most of the reruns one Saturday morning didn't interest me. I've always been a fan of Andrew McCarthy and Michael Ironside, so I chose this movie. I was pleasantly surprised.<br /><br />Personally, I enjoyed the film. Rich Roesing, who posted a comment about the film being spoiled for him by seeing scenes from the movie on the back of a video rental box, are well justified. I did not have the disappointment of knowing beforehand anything about the film. This led me to rate the movie higher than the average score listed on the page.<br /><br />I like suspense movies, and this one was no exception. The movie kept me guessing until the very end. I was surprised by the ending!<br /><br />The moments of reflection and remembrance of past experiences by the main character during the film only added to the suspense. His reactions to those remembrances gave the film a sense of the humanitarian, yet conflictual, side of police work. The struggle with his faith is also a welcome addition.<br /><br />If you like suspense films, but also like films that expound on the character's feeling, personal inflection side, this film is for you.<br /><br />Should you find this movie on your local cable or satellite system's guide, watch it!<br /><br />However, if you are looking for a rental video, follow Rich Roesing's advice and have someone get the video for you before watching it.",positive
"James Hacker MP didn't expect that he would be the next prime minister. Unlike in America, the party is elected in Britain while we, Americans, vote for candidates regardless of their party. Despite the differences, Paul Eddington CBE's performance as minister turned prime minister almost overnight is helped by his senior adviser, Sir Humphrey, played by another knight, Sir Nigel Hawthorne, and veteran actor Derek Fowlds also returns to the scene as well. Now instead of pleasing some people, he has to please the nation rather than his constituency. Now, he has a hard job to do even more difficult than before. Now, he must approve the honors list and work with Her Majesty as well on a regular basis. Hacker is not the hacking type. He is rather than the every man who we like and don't want to dislike and turn into a villain of sorts or a vicious dictator. Now, we see the prime minister's point of view and all the pleasing that must go on as well as handle strikes.",positive
"It may be the remake of 1987 Autumn's Tale after eleven years, as the director Mabel Cheung claimed. Mabel employs rock music as the medium in this movie to express her personal attitude to life, in which love, desire and the consequential frustration play significantly crucial roles. Rock music may not be the best vehicle to convey the profound sentiment, and yet it is not too inappropriate to utilize it as the life of underground rock musicians is bitterly more intense than an ordinary one. The director focuses on the depiction of subtle affection and ultimate vanity of life rather than mere rock music. The love between father and son, lovers, and friends is delicately and touchingly delivered through the fine performance. Mabel does not attempt to beautify rock musicians as artists at all, instead, she tries to reproduce a true life on screen, making huge efforts of years' working on this project and gathering information in Beijing underground pubs.<br /><br />Daniel has given probably the best performance in all his movies made so far. His innate dispiritedness and reticence fit the blue mood of the film perfectly.",positive
"let's value it.<br /><br />entertainment: a trashy script which has been typed by unintelligent people in front of typewriters a thousand times.. pathetic acting that is thwarted by the story...OK production value, including good set/location and gorgeous girl.. -rating 4/10 <br /><br />social message: the movie has no social message. it's thought free... .but if I pretend I were 10, and my IQ were 70. I feel the message is:don't be afraid to love? -rating 0/10<br /><br />objectionable things: nothing special, just the mild Jewish hedonic and arrogant attitude that is presented by the writer/director. generally speaking, good , nothing degenerate -8/10<br /><br />overall rating is 4/10",negative
"Although I have to admit I laughed more watching this movie than the last few comedies I saw.<br /><br />The budget must have consisted of pocket change from the actors. The production values are so low that they actual made it kind of fun to watch. Reminds me of the Robot Monster made up of a guy in a gorilla suit with a cardboard diving helmet on.<br /><br />In one scene a hapless victim gets their arm and leg cut off. Geez, hard to believe but the Black Knight scene from Holy Grail was more realistic. I kept wondering why the victim didn't start shouting "" None Shall Pass"" and "" It's only a flesh wound, I've had worse"". It was one of the funniest scenes I've seen in the past year.<br /><br />The ""gladiator/demon"" was a stitch too. Between the horribly cheap costume and the geeky look of the guy in it the end result was hysterical.<br /><br />Truly a movie that is bad enough to be watchable. Kind of like seeing a slow motion auto accident on film.<br /><br />",negative
"A ruthless assassin has been hired to eliminate someone at the very top of the U.S. government. Constantly changing his identity and location, he is known only as the Jackal. Everything about this hit man is a secret. Aware of the Jackal's presence but uncertain of his purpose, the FBI's Deputy Director faces the biggest challenge of his career. In order to track down this cold-blooded killer, he and a by-the-book Russian intelligence officer enlist the aid of an imprisoned Irish terrorist. These unlikely allies enter a global race against the clock to stop the mysterious mercenary before he can complete his assignment. If you are looking for a non-stop action movie like Die Hard, then The Jackal is not your movie. It´s a slow spy thriller with many cool gadgets and weapons. Richard Gere does a good job playing an impassioned terrorist who is helping the FBI for a deeper cause than just freedom. And Willis puts forth a good effort as the Jackal. OK film but nothing more.",negative
"This is what happens when you try to adapt a play from the theater. Look at the end of the picture, totally theatrical.<br /><br />With a reminiscent of Les liaisons dangereuses the final steam-less speech try to make us think that the whole (and deep) theme of this matter was the manhood. Who cares by this point? It was about manipulation. And so the audience feels after this movie has ended.<br /><br />Young directors: A play is told with the words more than actions. A film is the opposite most of the times.<br /><br />And I'm not talking about the gay theme, overly exploited without a point ('cause there's no explanation of this topic considering the so called ""philosophic"" or presumptuous basis) to the level that this film should have been called Grand Gay",negative
Dig! I would say to anyone even if you don't like Metallica to see 'some kind of monster' it is a spinal tap type documentary about one of the biggest bands in the world acting like mental kids during a breakdown of sorts. It's fun and fascinating. Along the same lines comes dig! A film about 'the Dandy Warhol's' and 'the Brian Jonestown massacre' two Portland bands who start off a kind of music scene in there home town only for one of the bands to become huge and one to fall by the wayside into the musical history books. Right from the start the two bands pull in opposite directions just on their ability to make decisions whether good or bad. Filmed over seven years and at times painful to watch we see the dandy's meteoric rise to fame (thanks to that vodaphone ad!) and the Jonestown seminal fall from scene instigators to bickering wannabes. As the bands become more disjointed the friendships are stretched tension tight and at several points snap into arguments and even on stage fights. All of this is half funny and half tragic and believe it or not is perversely watch able. Like I said at the beginning you can watch the Metallica film even if you have no interest in the band. Dig! on the other hand is slightly different and is more enjoyable and a whole lot easier to watch if you have a passing interest in either band. Still a good film and more a testament to not be in a band than encouraging that as a career path. Dig! Is a mad ride on rock and roll's coat tails and a fine example of the pitfalls and pleasures of being or wanting to be famous.,positive
"I am sorry to say that it was one of the worst films I've ever seen. Although visually fascinating (e.g. the use of colour was absolutely stunning), it was pretty boring and disturbing (see the father/son incest).<br /><br />What's more, music is totally absent, and if you think of those wonderful soundtracks by Michael Nyman (who wrote the soundtracks for most of Greenaway's films) then you can imagine what a difference it makes.<br /><br />",negative
"I've heard a few comments, particularly from prisoners of war, that CHANGI is not historically accurate, and that it is disappointing. Perhaps it is for those who actually had to live through this stuff, and much worse. But for the rest of us, who really have no idea of how prisoners were treated by the Japanese during World War II, CHANGI is a remarkable introduction. But CHANGI isn't a war documentary - if it had have been, then the historical accuracy aspect would have been paramount. It is a miniseries drama, with fictional characters and fictional situations (though based loosely on actual events I've heard and read about) - and at the centre of the story is the ideal of mateship. This group of young Australian soldiers, taken prisoner by the Japanese and held in appalling conditions for years, became mates through adversity and the strength of their friendships continued throughout their lives after the war. It is also a cultural study of the differences between the Japanese of the time and the western world, with its music, games and entertainment: in part 5, when it is becoming clear that Japan will lose the war after Germany has surrendered in Europe, the Japanese prison camp colonel insists that his country must study the culture of their prisoners - in order to defeat a people, one must defeat their culture - and to do this, one must understand it. All in all, Australia continues its rich tradition of producing exceptional television miniseries, and is an unrivalled world leader in this regard: vyeing for the AFI Award with CHANGI is MY BROTHER JACK, the adaptation of George Johnston's novel, and also a worthy winner. Miniseries in recent years include DAY OF THE ROSES (the story of the investigation into the Glanville train crash), KINGS IN GRASS CASTLES (the adaptation of Mary Durack's historical account of her pioneering ancestors), KANGAROO PALACE (about a group of friends from a country town in Australia who travel to London and change and grow apart), and the (somewhat disappointing) adaptation of Bryce Courtenay's powerful novel, THE POTATO FACTORY. Less recently: Nancy Cato's sweeping saga of life on the Murray - ALL THE RIVERS RUN; Cusack & James' brilliant novel about postwar life in Sydney - COME IN SPINNER; Colleen McCullough's outstanding pioneering saga - THE THORN BIRDS; THE RIVER KINGS; Ruth Park's novel THE HARP IN THE SOUTH; BODYLINE; EUREKA STOCKADE; ANZACS; etc..., etc... (Of course, there have been some not-so-good productions - for instance, MOBY DICK, DO OR DIE, ON THE BEACH, THORN BIRDS: THE MISSING YEARS; etc...) Generally, though, if an Australian miniseries comes your way, make sure you see it - and this goes double for CHANGI, a superbly directed masterpiece. Rating: 9/10.",positive
"I've said this in other reviews, without a story, you can give the audience all the smoke and mirrors you want, still no one will give a damn.<br /><br />The director seems to have a great eye for 30s art deco (which I love), and I think the idea of using all digital backgrounds and such could indeed be the wave of the future in movie making. However, it's obvious the director got so interested in the digital rendering of his movie, he forgot to film many scenes which would have enormously helped this surprisingly thinned-plotted film. (SPOILER) For crying out loud, they forgot to have a villain in this thing! OK they have one, but he's been dead for 20 years by the time the movie takes place. Conran misses the point of HAVING a villain. As far as action goes, well let's see, Sky Captain (Law) shoots down ONE robot, two or three of the flapping wing airplanes (before Dex (Ribisi) tells him to stop shooting them down!!!), and a couple robots, but mostly spends his time looking dashing and getting others to fight his battles for him. Paltrow as Polly or Peggy or Punky or whatever is totally wasted in this movie (the reviewer who comments on hers and Law's lack of chemistry is so right) and I for one got a little sick of seeing repeated shots of the top of her camera, showing she ONLY HAS TWO SHOTS LEFT, both of which she wastes subsequently in the movie, one uncomically, one quite funny, although I saw it coming from 70 years away. No one except Law and Paltrow have any significant time on screen, and that's the movie's real flaw. An audience doesn't identify with robots, they need a hero to root for, and a visible, despicable villain to hate. Without that, plus a good engaging story, all the CG in the world won't help.",negative
"Seeing all of the negative reviews for this movie, I figured that it could be yet another comic masterpiece that wasn't quite meant to be. I watched the first two fight scenes, listening to the generic dialogue delivered awfully by Lungren, and all of the other thrown-in Oriental actors, and I found the movie so awful that it was funny. Then Brandon Lee enters the story and the one-liners start flying, the plot falls apart, the script writers start drinking and the movie wears out it's welcome, as it turns into the worst action movie EVER.<br /><br />Lungren beats out his previous efforts in ""The Punisher"" and others, as well as all of Van Damme's movies, Seagal's movies, and Stallone's non-Rocky movies, for this distinct honor. This movie has the absolute worst acting (check out Tia Carrere's face when she is in any scene with Dolph, that's worth a laugh), with the worst dialogue ever (Brandon Lee's comment about little Dolph is the worst line ever in a film), and the worst outfit in a film (Dolph in full Japanese attire). Picture ""Tango and Cash"" with worse acting, meets ""Commando,"" meets ""Friday the 13th"" (because of the senseless nudity and Lungren's performance is very Jason Voorhees-like), in an hour and fifteen minute joke of a movie.<br /><br />The good (how about not awful) performances go to the bad guy (who still looks constipated through his entire performance) and Carrere (who somehow says her 5 lines without breaking out laughing). Brandon Lee is just there being Lungren's sidekick, and doing a really awful job at that.<br /><br />An awful, awful movie. Fear it and avoid it. If you do watch it though, ask yourself why the underwater shots are twice as clear as most non-underwater shots. Speaking of the underwater shots, check out the lame water fight scene with the worst fight-scene-ending ever. This movie has every version of a bad fight scene for those with short attention spans and to fill-in between the flashes of nudity.<br /><br />A BAD BAD MOVIE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",negative
"This film is wonderful example of the quality dramas that Channel 4 and the BBC have produced over the years. Ted Danson delivers a powerful performance of a man tormented by memories noone will accept, and a society that believes he is insane. It is a remarkable performance by a man most known for his role in Cheers, a TV comedy sitcom. The supporting cast are all very well chosen, not least Mary Steenbergen, Danson's wife, who acts the part of Gulliver's wife in the film. But above all it is the seamless and very delicate shifts between our world and Gulliver's world that make this film. The difference in perspective between giants and midgets, all acted by real actors is beautifully captured. A rare treat of cinematography and direction.",positive
"Then again, I like Rachael Ray. She is fun, sweet, fresh, and such a joy to watch. I have to alter just about everything she makes as I am a vegetarian...but it's great to see her with a program that shows more of her personality. After all, she is a television personality. I think it's cool that she is so inviting with her fans and still appears to be down-to-earth. The studio audience appears to be rather small, but that just makes for a cozier environment. Some people have posted that the show sucks. I guess it depends on your own interpretation of it and of her. If you notice the early episodes of 30 Minute Meals you will see a completely different personality than in those of the past few years. I'm sure she will find her comfort zone with this show as well. Good luck Rachael!",positive
"""Dressed to Kill"" has been more or less forgotten in critical circles in the past 20 years, but it is a true American classic, a film which is much more than just a glossy thriller.<br /><br />I sincerely hope the DVD release will give more people the chance to hear about it and see it.",positive
"Spike lee has to be one of the most over rated directors I have ever seen. He is the critic's darling because he supposedly makes films with a ""message"" or he is just so bohemian in his approach that it makes critics that are waterlogged from formula Hollywood films eat his stuff up just for being different.<br /><br />Summer Of Sam does not even do that well. The cinematography and editing style is Oliver Stone, and so is the narrative. The plot is a lot like ""Do The Right thing"". The portrayal of ""Guidos"" or for the PC set Italian-Americans (of which I happen to be one) is straight out of Eddie Murphy's Raw. Only Eddie Murphy's impression of a macho Italian guy picking a fight with a much taller African-American is much, MUCH more believable than the cartoonish, broad Italian caricatures shown here (the John Leguizamo character being a possible exception).<br /><br />Is there anybody who saw this movie that could not figure out how it was going to end up? As soon as Richie came into the film I could already see the fist in his face and the foot in his stomach, I could already see him being accused of being the killer. This character had the most integrity in the whole film so, of course, Lee is going to show what happens to people that stand out in a crowd (what a white bearded clique!)<br /><br />Someone please, please give Spike Lee a lifetime pass to all the Basketball games he wants. So, maybe he will be enjoying himself too much to pick up a film camera for a long time and we won't have to be subjected to his self important drivel and furthermore I won't have to see critics (some of them whom I respect) ohhhh and ahhhh to an Emperor with no clothes.",negative
"Let me state first that I love Westerns & Civil War stories. I also consider John Ford as an excellent director. I also have the same high feelings for John Wayne & William Holden's acting ability.<br /><br />I cannot remember if I saw this film when it first came out in 1959. Last night was the first time I saw it since then.<br /><br />As per my 4 rating, one can say I did not like the movie.<br /><br />I now will attempt to tell some of its shortcomings.<br /><br />John Lee Mahin who wrote the screenplay from Harold Sinclair's novel, was a very gifted writer & wrote many fine scripts, This script is poorly written & badly researched. They make mention of the awful conditions of the Andersonville prison, At the time of the movie Andersonville was not in operation. They also use rifles that were not used at the time.<br /><br />John Ford was directing films for over 40 years & won 4 Oscars. He must have been ill during the making of this.His usual style was missing. It could be that this was film in the south & east and not in Monument Valley.<br /><br />He normally had a stock company of players he used in nearly all his film, MOST were missing this time. This time only minor cowboy stars Hoot Gibson & Ken Curtiss have roles & of course Anna Lee has a small role. There were no other familiar faces except for the 3 stars. (see below) Mr. Fords stock company made most of his films the classics they were; sadly missed here.<br /><br />Now we come to the main stars John Wayne & William Holden. The Duke also must have been ill,he seemed out of place here. This sort of role usually fit his style perfectly, he was just adequate here. Wiliam Holden did the best he could, but nowhere as good as he usually was.<br /><br />It was required that there be an actress in this type of movie. Here in her first major role (second film) is Constance Towers, a very beautiful person, But not really an actress, She is still having roles on Television. Let me be kind and say she has had a long career,more based on her looks than acting talent. Also in caas as Ms. Towers servant is Tennis Star Althea Gibson.I am glad she stuck to tennis.<br /><br />The rest of the production credits were far from the usual high standard of other John Ford films There were a few military type songs supposedly done by the marching cavalry, not good at all. The action scenes were good but come at the end of film.<br /><br />Ratings *1/2* (out of 4) 47 points (out of 100) IMDb 4 (out of 10)",negative
"""Eagle's Wing"" is a pleasant surprise of a movie, & keeps the viewer interested. I didn't know anything about it being made by the British until I read the other viewer comments. I can understand why it won an award for cinematography, for it was brilliantly presented & must have looked magnificent on a vast theatre screen.<br /><br />It seemed to be a lot more realistic than most westerns, in portraying how the West was more truly won. As well as the complexities of the characters it presents. The Indian-Sam Waterson character is particularly intriguing. He seems to be brutal in the savage environment he is conditioned to, but displays remarkable respect for the frailties he witnesses in the white men & women he encounters. He is not friendly or sensitive to these intruders in his lands, but he has a limit to his sense of vengeance, even a compassion when he is in a position of power & observing the wilting white man bent on revenge, as well as the girl he kidnaps after capturing a stagecoach. As such, his character seems complex but congruous to the harsh lands he lived in & which were threatened by these intruders he is not heartless in his dealings with.<br /><br />The magnificent horse he rides is a critical link & it is interesting to note how this Indian handles it, compared with the Martin Sheen-character who has it in his possession & power for a time. ""Eagle's Wing"" is an unusual Western, a genre I am not drawn to, but I really appreciated this excellent offering, which I would rate second only to ""A Man Called Horse"".",positive
"I can't help but notice the negative reviews this movie has gotten. To be honest, I saw the preview for this movie, and the premise looked intrigued me. Yes, I rented it after reading others' comments. They are correct in that some of the acting leaves a lot to be desired. They are also correct that one of the best performances of this movie was that of Dr. Graves.<br /><br />Also interesting is Scott Clark, who plays Grant, the kid in the wheelchair. I identify with the character he played, perhaps because I am in a wheelchair.<br /><br />This movie is certainly worth your looking at.",positive
